rating,date,content
5,2023.06.26,간식으로 먹기 좋아요 맛있어요
5,2023.06.21,"제로콜라 항상이용하는  음료에요
맛나요 좋아요"
5,2023.06.20,늘 먹는 제로콜라입니다
5,2023.06.20,맛있어서 자주 시켜먹어요 아이들이 좋아해요
5,2023.06.20,늘 구매하는 제품입니다.
5,2023.06.20,맛이 좋아요 잘먹을게요
5,2023.06.17,저렴한가격에 구매했어요.  감사합니다.
5,2023.06.14,용량적당하니 좋습니다.
5,2023.06.12,제로라 몸에 덜 해로운 맛입니다
5,2023.06.09,사이즈가 작아 좋아요.
5,2023.06.08,만족합니다 배송도 빠르고 상태도 깨끗하고 좋습니다 재구매할려구요
5,2023.06.06,굿굿 너무 맛있어요ㅎ
5,2023.06.03,빠른 배송 감사합니다
5,2023.06.03,굿굿굿!! 아주 빠르게 파손없이 배송 감사합니다.
5,2023.06.02,콜라도 슥에서 구매 가격도 좋으네요
5,2023.06.02,"쓱배송에서 너무 자주품절되어서
직영몰에서 구매"
5,2023.06.01,자주 주문하는 제품입니다..
5,2023.05.31,"다른 사이트보다  저렴하게  잘샀네요
제로 콜라는 코카콜라가 맛있어요"
5,2023.05.30,플라스틱 덜 쓰기 위해서 캔 제품으로~
5,2023.05.27,배송 빠르구요~ 늘 구매하는 제품입니다.
5,2023.05.26,"회사에서 먹을 간식 구입했는데 좋아요 ~~ 
잘 먹고 있습니다 ."
5,2023.05.26,항상 구매하는 제품입니다.
5,2023.05.26,집에꼭쟁여두게되내요
5,2023.05.22,직원들이 제로에 빠져서 제로코크만 먹고있습니다.
5,2023.05.21,항상 구매하는 제품입니다 만족
5,2023.05.21,항상 구매하는 제품입니다 만족
5,2023.05.19,좋아요 강추합니다.^^
5,2023.05.19,저렴하게 잘 구매했어요
5,2023.05.17,당이 없어 좋고 탄산이 시원합니다
5,2023.05.16,정말 좋아하는 제품이에요. 자주삽니다.
5,2023.05.15,매번 구매하는 제품입니다~!
5,2023.05.15,매번 구매하는 제품입니다~!
5,2023.05.13,콜라좋아하는 아들위해 제로콜라로
5,2023.05.09,"좋아요
늘구매해요좋아요
늘구매해요좋아요
늘구매해요좋아요
늘구매해요좋아요
늘구매해요"
5,2023.05.08,처음 구매해 봅니다. 좋습니다.
5,2023.05.05,만족합니다 재구매할래요
5,2023.05.04,장볼때마다 항상 구입합니다
5,2023.05.03,아들이 좋아하는 제로콜라!
5,2023.05.03,항상구매하고 있습니다
5,2023.05.02,자주구매하는제품입니다 만족해여
5,2023.04.29,사무실 간식용으로 구입해요
5,2023.04.27,좋은가격에 잘삿어요
5,2023.04.27,매번 사먹는 제로코크는 사랑입니다.
5,2023.04.18,배송 빠르구요~ 늘 구매하는 제품입니다.
4,2023.04.17,제로라서 그런지  박카스 맛이 나요
5,2023.04.17,배송도 빠르고 좋아요.
5,2023.04.17,배송도 빠르고 넘 조어요
5,2023.04.16,콜라는 제로콜라가 좋지요. 게다가 저렴하게 샀네요
5,2023.04.15,"부모님께서 좋아하셔서 샀어요
배송도 무척 빨라요~"
5,2023.04.08,"적당한사이즈네요
좋습니다~"
5,2023.04.07,짱좋아요 짱좋아요 짱좋아요
5,2023.04.06,항상구매하고 있습니다
5,2023.04.06,빠른배송 감사합니다.
5,2023.04.05,사이즈 적당하고 래귤러와 맛도 비슷
5,2023.04.04,좋아요 네이버에서사다가 쓱이더 싸서 여기서 사봤어요
5,2023.04.04,만족 합니다. 잘 먹었어요~
