rating,date,content,cleaned_content,month,season,tokens,review_length,topic_id
5,2024-07-08,맛있어요 자주 구매합니다,맛있어요 자주 구매합니다,7,Summer,맛있어요 자주 구매합니다,13,0(항상_제품입니다_구매하는)
5,2024-07-06,쟁겼어요~~ 콜라는 코카콜라,쟁겼어요 콜라는 코카콜라,7,Summer,쟁겼어요 콜라는 코카콜라,13,1(좋아요_맛있어요_먹기)
5,2024-07-01,한번에 마시기에 적당해서 좋아요.,한번에 마시기에 적당해서 좋아요,7,Summer,한번에 마시기에 적당해서 좋아요,17,1(좋아요_맛있어요_먹기)
5,2024-03-10,애들이 제로만 먹어서 1인 1캔 딱 좋아요,애들이 제로만 먹어서 1인 1캔 딱 좋아요,3,Spring,애들이 제로만 먹어서 1인 1캔 딱 좋아요,23,1(좋아요_맛있어요_먹기)
5,2024-01-11,배송 빠르고 튼튼하게 잘 왔어요 작은 캔이라 한번에 먹기 좋아요,배송 빠르고 튼튼하게 잘 왔어요 작은 캔이라 한번에 먹기 좋아요,1,Winter,배송 빠르고 튼튼하게 잘 왔어요 작은 캔이라 한번에 먹기 좋아요,35,1(좋아요_맛있어요_먹기)
5,2024-06-20,배송도 빠르고 맛있습니다,배송도 빠르고 맛있습니다,6,Summer,배송도 빠르고 맛있습니다,13,2(저렴하게_감사합니다_빠르고)
5,2024-06-08,자주 구매해요 맛있어요,자주 구매해요 맛있어요,6,Summer,자주 구매해요 맛있어요,12,2(저렴하게_감사합니다_빠르고)
5,2024-05-31,빠른 배송 싼가격 대만족,빠른 배송 싼가격 대만족,5,Spring,빠른 배송 싼가격 대만족,13,0(항상_제품입니다_구매하는)
5,2024-05-29,늘 시키던것 빠른배송 감사해요,늘 시키던것 빠른배송 감사해요,5,Spring,늘 시키던것 빠른배송 감사해요,16,1(좋아요_맛있어요_먹기)
5,2024-05-29,저렴한 가격 빠른 배송 만족,저렴한 가격 빠른 배송 만족,5,Spring,저렴한 가격 빠른 배송 만족,15,0(항상_제품입니다_구매하는)
5,2024-05-28,"저렴하게구매했어요
포장도좋고 배송도 빠릅니다",저렴하게구매했어요 포장도좋고 배송도 빠릅니다,5,Spring,저렴하게구매했어요 포장도좋고 배송도 빠릅니다,24,2(저렴하게_감사합니다_빠르고)
5,2024-05-26,배송도빠르고 맛있게 잘 먹었어요 ❤,배송도빠르고 맛있게 잘 먹었어요,5,Spring,배송도빠르고 맛있게 잘 먹었어요,17,0(항상_제품입니다_구매하는)
5,2024-05-18,애들이 좋아해서 자주먹어요,애들이 좋아해서 자주먹어요,5,Spring,애들이 좋아해서 자주먹어요,14,2(저렴하게_감사합니다_빠르고)
5,2024-05-16,항상 구매하는 제품입니다 만족합니다,항상 구매하는 제품입니다 만족합니다,5,Spring,항상 구매하는 제품입니다 만족합니다,19,0(항상_제품입니다_구매하는)
5,2024-05-14,"사무실간식으로 시켰습니다. 맛있어요, 좋아요",사무실간식으로 시켰습니다 맛있어요 좋아요,5,Spring,사무실간식으로 시켰습니다 맛있어요 좋아요,22,1(좋아요_맛있어요_먹기)
5,2024-05-10,항상 주문하는 상품입니다,항상 주문하는 상품입니다,5,Spring,항상 주문하는 상품입니다,13,0(항상_제품입니다_구매하는)
5,2024-05-07,가끔 주문하는 제품입니다,가끔 주문하는 제품입니다,5,Spring,가끔 주문하는 제품입니다,13,0(항상_제품입니다_구매하는)
5,2024-05-01,맛있게 잘 먹었어요.,맛있게 잘 먹었어요,5,Spring,맛있게 잘 먹었어요,10,0(항상_제품입니다_구매하는)
5,2024-05-01,제로 콜라인데 약간 달아요,제로 콜라인데 약간 달아요,5,Spring,제로 콜라인데 약간 달아요,14,1(좋아요_맛있어요_먹기)
5,2024-04-26,배송빠르고 맛도 좋아요,배송빠르고 맛도 좋아요,4,Spring,배송빠르고 맛도 좋아요,12,1(좋아요_맛있어요_먹기)
5,2024-04-26,빨리오고 맛도좋아요,빨리오고 맛도좋아요,4,Spring,빨리오고 맛도좋아요,10,0(항상_제품입니다_구매하는)
5,2024-04-23,귀여운 사이즈 자주 구매 중,귀여운 사이즈 자주 구매 중,4,Spring,귀여운 사이즈 자주 구매 중,15,2(저렴하게_감사합니다_빠르고)
5,2024-04-22,최고의 상품 빠른 배송 만족만족,최고의 상품 빠른 배송 만족만족,4,Spring,최고의 상품 빠른 배송 만족만족,17,0(항상_제품입니다_구매하는)
5,2024-04-16,좋아요 싸게 잘샀어요,좋아요 싸게 잘샀어요,4,Spring,좋아요 싸게 잘샀어요,11,1(좋아요_맛있어요_먹기)
5,2024-04-12,떨어지면 안돼는 제로콜라,떨어지면 안돼는 제로콜라,4,Spring,떨어지면 안돼는 제로콜라,13,0(항상_제품입니다_구매하는)
5,2024-04-05,포장이 아주 좋습니다,포장이 아주 좋습니다,4,Spring,포장이 아주 좋습니다,11,2(저렴하게_감사합니다_빠르고)
5,2024-04-01,사이즈가 한번에 먹기 부담없어요ㅎ,사이즈가 한번에 먹기 부담없어요,4,Spring,사이즈가 한번에 먹기 부담없어요,17,1(좋아요_맛있어요_먹기)
5,2023-12-20,적은 용량이라 좋아요.,적은 용량이라 좋아요,12,Winter,적은 용량이라 좋아요,11,1(좋아요_맛있어요_먹기)
5,2023-11-18,매번 이용하는제품입니다,매번 이용하는제품입니다,11,Fall,매번 이용하는제품입니다,12,1(좋아요_맛있어요_먹기)
5,2023-11-04,배송빠르고 저렴하게 구입했어요^^,배송빠르고 저렴하게 구입했어요,11,Fall,배송빠르고 저렴하게 구입했어요,16,2(저렴하게_감사합니다_빠르고)
5,2023-10-17,잘 받았어요 펩시에서 다시 돌고돌아 코크제로 ..,잘 받았어요 펩시에서 다시 돌고돌아 코크제로,10,Fall,잘 받았어요 펩시에서 다시 돌고돌아 코크제로,24,0(항상_제품입니다_구매하는)
3,2025-01-16,넉넉한 수량이 마음에 듭니다.,넉넉한 수량이 마음에 듭니다,1,Winter,넉넉한 수량이 마음에 듭니다,15,2(저렴하게_감사합니다_빠르고)
4,2024-07-05,네이버보다 쪼금 비싸지만 카드할인 받고 샀어요!,네이버보다 쪼금 비싸지만 카드할인 받고 샀어요,7,Summer,네이버보다 쪼금 비싸지만 카드할인 받고 샀어요,25,2(저렴하게_감사합니다_빠르고)
5,2024-03-27,잘받았어요 저렴한가격에 잘구매했어요,잘받았어요 저렴한가격에 잘구매했어요,3,Spring,잘받았어요 저렴한가격에 잘구매했어요,19,2(저렴하게_감사합니다_빠르고)
5,2024-03-24,역시 좋아요 배송도 완전 빠름 ^^,역시 좋아요 배송도 완전 빠름,3,Spring,역시 좋아요 배송도 완전 빠름,16,2(저렴하게_감사합니다_빠르고)
5,2024-03-19,코크는 제로죠 역시,코크는 제로죠 역시,3,Spring,코크는 제로죠 역시,10,2(저렴하게_감사합니다_빠르고)
5,2024-03-19,항상 애용하는 상품 좋아요,항상 애용하는 상품 좋아요,3,Spring,항상 애용하는 상품 좋아요,14,0(항상_제품입니다_구매하는)
5,2024-03-17,저렴하게 잘 샀어요. 재구매 여기서.,저렴하게 잘 샀어요 재구매 여기서,3,Spring,저렴하게 잘 샀어요 재구매 여기서,18,2(저렴하게_감사합니다_빠르고)
5,2024-03-14,좋아요 늘구매하는 제품입니다,좋아요 늘구매하는 제품입니다,3,Spring,좋아요 늘구매하는 제품입니다,15,1(좋아요_맛있어요_먹기)
5,2024-03-13,최상이었고 가격도 비교불문입니다.,최상이었고 가격도 비교불문입니다,3,Spring,최상이었고 가격도 비교불문입니다,17,2(저렴하게_감사합니다_빠르고)
5,2024-03-10,제로 콜라는 없어서는 안 되는 생활의 필수템,제로 콜라는 없어서는 안 되는 생활의 필수템,3,Spring,제로 콜라는 없어서는 안 되는 생활의 필수템,24,1(좋아요_맛있어요_먹기)
5,2024-03-10,항상먹는거에요감사합니다,항상먹는거에요감사합니다,3,Spring,항상먹는거에요감사합니다,12,0(항상_제품입니다_구매하는)
5,2024-03-08,감사히 잘 먹겠습니다! 빠른배송 넘 좋아요,감사히 잘 먹겠습니다 빠른배송 넘 좋아요,3,Spring,감사히 잘 먹겠습니다 빠른배송 넘 좋아요,22,1(좋아요_맛있어요_먹기)
5,2024-03-07,늘 구매하는 제품입니다. 배송 빠르네요~,늘 구매하는 제품입니다 배송 빠르네요,3,Spring,늘 구매하는 제품입니다 배송 빠르네요,20,0(항상_제품입니다_구매하는)
5,2024-03-06,생각이상 맛ㅇ있어요 만족,생각이상 맛있어요 만족,3,Spring,생각이상 맛있어요 만족,12,1(좋아요_맛있어요_먹기)
5,2024-03-06,좋은 상품 감사합니다.,좋은 상품 감사합니다,3,Spring,좋은 상품 감사합니다,11,1(좋아요_맛있어요_먹기)
5,2024-03-05,좋은제품감사드립니다,좋은제품감사드립니다,3,Spring,좋은제품감사드립니다,10,0(항상_제품입니다_구매하는)
5,2024-03-04,아주 마니 사고 조아요 진자로요,아주 마니 사고 조아요 진자로요,3,Spring,아주 마니 사고 조아요 진자로요,17,2(저렴하게_감사합니다_빠르고)
5,2024-02-29,유통기한 넉넉해요.,유통기한 넉넉해요,2,Winter,유통기한 넉넉해요,9,0(항상_제품입니다_구매하는)
5,2024-02-28,한번에 먹기 좋은 사이즈인것 같아요.,한번에 먹기 좋은 사이즈인것 같아요,2,Winter,한번에 먹기 좋은 사이즈인것 같아요,19,1(좋아요_맛있어요_먹기)
5,2024-02-22,아주아주 만족합니다,아주아주 만족합니다,2,Winter,아주아주 만족합니다,10,2(저렴하게_감사합니다_빠르고)
5,2024-02-22,사이즈 적당해서 자주 구매,사이즈 적당해서 자주 구매,2,Winter,사이즈 적당해서 자주 구매,14,2(저렴하게_감사합니다_빠르고)
5,2024-02-19,하루만에 빠른배송으로 왔어요!,하루만에 빠른배송으로 왔어요,2,Winter,하루만에 빠른배송으로 왔어요,15,1(좋아요_맛있어요_먹기)
5,2024-02-16,"한 번에 마시기 딱 좋은 양입니다.
콜라는 두말없이 코카콜라!",한 번에 마시기 딱 좋은 양입니다 콜라는 두말없이 코카콜라,2,Winter,한 번에 마시기 딱 좋은 양입니다 콜라는 두말없이 코카콜라,32,1(좋아요_맛있어요_먹기)
5,2024-02-16,빠른 배송 감사드립니다.,빠른 배송 감사드립니다,2,Winter,빠른 배송 감사드립니다,12,0(항상_제품입니다_구매하는)
5,2024-02-14,속 탈 때 마시기 좋아요. 사무실 사람들한테 인기가 많네요,속 탈 때 마시기 좋아요 사무실 사람들한테 인기가 많네요,2,Winter,속 탈 때 마시기 좋아요 사무실 사람들한테 인기가 많네요,31,1(좋아요_맛있어요_먹기)
5,2024-02-13,빠른배송 감사합니다.,빠른배송 감사합니다,2,Winter,빠른배송 감사합니다,10,2(저렴하게_감사합니다_빠르고)
5,2024-02-12,제로 코카콜라 맛있어요,제로 코카콜라 맛있어요,2,Winter,제로 코카콜라 맛있어요,12,1(좋아요_맛있어요_먹기)
5,2024-02-11,제로콜라 맛있어요ㅎ,제로콜라 맛있어요,2,Winter,제로콜라 맛있어요,9,1(좋아요_맛있어요_먹기)
5,2024-02-08,제로콜라라서 충치걱정없어서 좋아요. 칼로리도 없어서 좋고.,제로콜라라서 충치걱정없어서 좋아요 칼로리도 없어서 좋고,2,Winter,제로콜라라서 충치걱정없어서 좋아요 칼로리도 없어서 좋고,30,1(좋아요_맛있어요_먹기)
5,2024-02-08,늘 구매하는 상품이예요. 싸게 사서 좋아요,늘 구매하는 상품이예요 싸게 사서 좋아요,2,Winter,늘 구매하는 상품이예요 싸게 사서 좋아요,22,1(좋아요_맛있어요_먹기)
5,2024-02-07,향상 구매하는 제품입니다 만족합니다,향상 구매하는 제품입니다 만족합니다,2,Winter,향상 구매하는 제품입니다 만족합니다,19,0(항상_제품입니다_구매하는)
5,2024-02-04,제로콜라  항상 구매합니다,제로콜라 항상 구매합니다,2,Winter,제로콜라 항상 구매합니다,13,0(항상_제품입니다_구매하는)
5,2024-02-02,콜라는 역시 코카콜라죠 앗있어요,콜라는 역시 코카콜라죠 앗있어요,2,Winter,콜라는 역시 코카콜라죠 앗있어요,17,2(저렴하게_감사합니다_빠르고)
5,2024-02-02,"좋은상품 저렴하게 구입 했네요~
강추입니다.",좋은상품 저렴하게 구입 했네요 강추입니다,2,Winter,좋은상품 저렴하게 구입 했네요 강추입니다,22,2(저렴하게_감사합니다_빠르고)
5,2024-02-01,집앞까지오니 편해요 맛잇어요,집앞까지오니 편해요 맛잇어요,2,Winter,집앞까지오니 편해요 맛잇어요,15,1(좋아요_맛있어요_먹기)
5,2024-02-01,저렴하게 잘 샀어요 혼자 마시기 딱 좋은 사이즈,저렴하게 잘 샀어요 혼자 마시기 딱 좋은 사이즈,2,Winter,저렴하게 잘 샀어요 혼자 마시기 딱 좋은 사이즈,26,2(저렴하게_감사합니다_빠르고)
5,2024-02-01,사무실 간식용으로 구매했어요~,사무실 간식용으로 구매했어요,2,Winter,사무실 간식용으로 구매했어요,15,0(항상_제품입니다_구매하는)
5,2024-01-31,매번 사먹는 제품입니다,매번 사먹는 제품입니다,1,Winter,매번 사먹는 제품입니다,12,1(좋아요_맛있어요_먹기)
5,2024-01-31,배송 상품 만족합니다,배송 상품 만족합니다,1,Winter,배송 상품 만족합니다,11,2(저렴하게_감사합니다_빠르고)
5,2024-01-29,배송 빠르고 좋아요,배송 빠르고 좋아요,1,Winter,배송 빠르고 좋아요,10,1(좋아요_맛있어요_먹기)
5,2024-01-28,맛있어요. SSG은 배송이 잘되서 너무 좋아요~잘먹을게요,맛있어요 SSG은 배송이 잘되서 너무 좋아요잘먹을게요,1,Winter,맛있어요 SSG은 배송이 잘되서 너무 좋아요잘먹을게요,29,1(좋아요_맛있어요_먹기)
5,2024-01-26,[본사직영] 코크제로 190캔 30입,본사직영 코크제로 190캔 30입,1,Winter,본사직영 코크제로 190캔 30입,18,0(항상_제품입니다_구매하는)
5,2024-01-24,배송시. 제품에 비닐포장 한겹입니다.포장 파손은 없어 다행입니다,배송시 제품에 비닐포장 한겹입니다포장 파손은 없어 다행입니다,1,Winter,배송시 제품에 비닐포장 한겹입니다포장 파손은 없어 다행입니다,33,2(저렴하게_감사합니다_빠르고)
5,2024-01-23,배송도 빠르고 제품도 만족합니다.,배송도 빠르고 제품도 만족합니다,1,Winter,배송도 빠르고 제품도 만족합니다,17,2(저렴하게_감사합니다_빠르고)
5,2024-01-22,항상즐겨마시는음료입니다.착한가격에득템함.,항상즐겨마시는음료입니다착한가격에득템함,1,Winter,항상즐겨마시는음료입니다착한가격에득템함,20,0(항상_제품입니다_구매하는)
5,2024-01-22,항상쟁겨두고마시는음료입니다.착한가격에만족합니다.,항상쟁겨두고마시는음료입니다착한가격에만족합니다,1,Winter,항상쟁겨두고마시는음료입니다착한가격에만족합니다,24,0(항상_제품입니다_구매하는)
5,2024-01-22,작은 크기라 한번에 먹기 딱 좋아요,작은 크기라 한번에 먹기 딱 좋아요,1,Winter,작은 크기라 한번에 먹기 딱 좋아요,19,1(좋아요_맛있어요_먹기)
5,2024-01-22,맛있어요 배송이 빨라요,맛있어요 배송이 빨라요,1,Winter,맛있어요 배송이 빨라요,12,0(항상_제품입니다_구매하는)
5,2024-01-22,제로콜라라 자주구매해요,제로콜라라 자주구매해요,1,Winter,제로콜라라 자주구매해요,12,0(항상_제품입니다_구매하는)
5,2024-01-21,제로코크 일부러 소용량으로 구입했어요. 190이라 한번 마시면 딱 좋아요.,제로코크 일부러 소용량으로 구입했어요 190이라 한번 마시면 딱 좋아요,1,Winter,제로코크 일부러 소용량으로 구입했어요 190이라 한번 마시면 딱 좋아요,39,1(좋아요_맛있어요_먹기)
5,2024-01-19,배달이 빠르고 괜찮았어요!,배달이 빠르고 괜찮았어요,1,Winter,배달이 빠르고 괜찮았어요,13,2(저렴하게_감사합니다_빠르고)
5,2024-01-18,찌그러진거 없이 잘왔어요,찌그러진거 없이 잘왔어요,1,Winter,찌그러진거 없이 잘왔어요,13,2(저렴하게_감사합니다_빠르고)
5,2024-01-15,배송 빠르고 맛있어요,배송 빠르고 맛있어요,1,Winter,배송 빠르고 맛있어요,11,1(좋아요_맛있어요_먹기)
5,2024-01-10,자주 구매하는 제품입니다,자주 구매하는 제품입니다,1,Winter,자주 구매하는 제품입니다,13,0(항상_제품입니다_구매하는)
5,2024-01-09,용량이 적은 사이즈라 쟁여놓구 먹어요^^,용량이 적은 사이즈라 쟁여놓구 먹어요,1,Winter,용량이 적은 사이즈라 쟁여놓구 먹어요,20,1(좋아요_맛있어요_먹기)
5,2024-01-09,잘먹었습니다 ㅎㅎ ^^,잘먹었습니다,1,Winter,잘먹었습니다,6,0(항상_제품입니다_구매하는)
5,2024-01-07,저렴한 가격에 굿입니당,저렴한 가격에 굿입니당,1,Winter,저렴한 가격에 굿입니당,12,0(항상_제품입니다_구매하는)
5,2024-01-06,"항상 먹는 제로콜라
싸이즈가 작아 먹기 좋아요",항상 먹는 제로콜라 싸이즈가 작아 먹기 좋아요,1,Winter,항상 먹는 제로콜라 싸이즈가 작아 먹기 좋아요,25,1(좋아요_맛있어요_먹기)
5,2024-01-06,이런 행사 자주ᆞ해ㅈㄷᆞ셍ᆞㄴㄷ,이런 행사 자주해셍,1,Winter,이런 행사 자주해셍,10,0(항상_제품입니다_구매하는)
5,2024-01-02,맛잇어요 맛잇어요 맛잇어요,맛잇어요 맛잇어요 맛잇어요,1,Winter,맛잇어요 맛잇어요 맛잇어요,14,1(좋아요_맛있어요_먹기)
5,2024-01-02,"맛잇어요
늘구매해요
좋아요",맛잇어요 늘구매해요 좋아요,1,Winter,맛잇어요 늘구매해요 좋아요,14,1(좋아요_맛있어요_먹기)
5,2024-01-01,쿠폰써서 저렴하게 구매했어요,쿠폰써서 저렴하게 구매했어요,1,Winter,쿠폰써서 저렴하게 구매했어요,15,2(저렴하게_감사합니다_빠르고)
5,2024-01-01,잘 받았습니다 최고에요!,잘 받았습니다 최고에요,1,Winter,잘 받았습니다 최고에요,12,2(저렴하게_감사합니다_빠르고)
5,2023-11-24,"제로중 코카콜라가 젤 입맛에  맞아요~
좋은 가격에  구입하고  집앞까지  무거운데 배송도~
감사합니다~~",제로중 코카콜라가 젤 입맛에 맞아요 좋은 가격에 구입하고 집앞까지 무거운데 배송도 감사합니다,11,Fall,제로중 코카콜라가 젤 입맛에 맞아요 좋은 가격에 구입하고 집앞까지 무거운데 배송도 감사합니다,51,2(저렴하게_감사합니다_빠르고)
5,2023-11-21,"이번에  행사해서  아주 저렴하게 구매했습니다
늘 쟁여놓고 마시는 상품이니 세일할때 사면 좋겠지요   타회사  제로콜라보다  맛있습니다",이번에 행사해서 아주 저렴하게 구매했습니다 늘 쟁여놓고 마시는 상품이니 세일할때 사면 좋겠지요 타회사 제로콜라보다 맛있습니다,11,Fall,이번에 행사해서 아주 저렴하게 구매했습니다 늘 쟁여놓고 마시는 상품이니 세일할때 사면 좋겠지요 타회사 제로콜라보다 맛있습니다,69,0(항상_제품입니다_구매하는)
5,2023-09-19,"아빠께 사드렸어요
잘 드시고 계시다고 해요
전 오리지널이 좋구요",아빠께 사드렸어요 잘 드시고 계시다고 해요 전 오리지널이 좋구요,9,Fall,아빠께 사드렸어요 잘 드시고 계시다고 해요 전 오리지널이 좋구요,35,0(항상_제품입니다_구매하는)
5,2023-08-28,잘 구매해서 먹고있어요 좋아요~,잘 구매해서 먹고있어요 좋아요,8,Summer,잘 구매해서 먹고있어요 좋아요,16,1(좋아요_맛있어요_먹기)
5,2023-08-23,남편이 좋아하는 콜라 칼로리 제로,남편이 좋아하는 콜라 칼로리 제로,8,Summer,남편이 좋아하는 콜라 칼로리 제로,18,1(좋아요_맛있어요_먹기)
5,2023-08-22,저렴하게 잘 삿어요,저렴하게 잘 삿어요,8,Summer,저렴하게 잘 삿어요,10,2(저렴하게_감사합니다_빠르고)
5,2023-07-19,와 싸게사서 기분좋아요 재구매할께요,와 싸게사서 기분좋아요 재구매할께요,7,Summer,와 싸게사서 기분좋아요 재구매할께요,19,0(항상_제품입니다_구매하는)
5,2023-07-07,찌그러진 곳 없이 다 좋았어요~,찌그러진 곳 없이 다 좋았어요,7,Summer,찌그러진 곳 없이 다 좋았어요,16,2(저렴하게_감사합니다_빠르고)
3,2024-12-10,좋은 가격으로 덕분에 맛잇게 마셨습니다.,좋은 가격으로 덕분에 맛잇게 마셨습니다,12,Winter,좋은 가격으로 덕분에 맛잇게 마셨습니다,21,0(항상_제품입니다_구매하는)
3,2024-10-31,"190사이즈, 양이 딱 맘에 듭니다.",190사이즈 양이 딱 맘에 듭니다,10,Fall,190사이즈 양이 딱 맘에 듭니다,18,2(저렴하게_감사합니다_빠르고)
5,2023-12-26,코카콜라 제로 좋아요,코카콜라 제로 좋아요,12,Winter,코카콜라 제로 좋아요,11,1(좋아요_맛있어요_먹기)
5,2023-12-25,포장이너무허술해요.비닐이약해요,포장이너무허술해요비닐이약해요,12,Winter,포장이너무허술해요비닐이약해요,15,0(항상_제품입니다_구매하는)
5,2023-12-22,좋아서 늘 구매합니다.,좋아서 늘 구매합니다,12,Winter,좋아서 늘 구매합니다,11,0(항상_제품입니다_구매하는)
5,2023-12-20,콜라는 제로콜라죠 최고,콜라는 제로콜라죠 최고,12,Winter,콜라는 제로콜라죠 최고,12,1(좋아요_맛있어요_먹기)
5,2023-12-19,평소 제로 콜라를 자주 마시는데 저렴하게 사서 좋네요^^,평소 제로 콜라를 자주 마시는데 저렴하게 사서 좋네요,12,Winter,평소 제로 콜라를 자주 마시는데 저렴하게 사서 좋네요,29,1(좋아요_맛있어요_먹기)
5,2023-12-19,사이즈가 더 작은 것도 있으면 좋겠어요.,사이즈가 더 작은 것도 있으면 좋겠어요,12,Winter,사이즈가 더 작은 것도 있으면 좋겠어요,21,1(좋아요_맛있어요_먹기)
5,2023-12-18,항상 구매하는 제품입니다. 배송이 빨랐어요~,항상 구매하는 제품입니다 배송이 빨랐어요,12,Winter,항상 구매하는 제품입니다 배송이 빨랐어요,22,0(항상_제품입니다_구매하는)
5,2023-12-17,좋아요좋아요 항 상 재구매해요,좋아요좋아요 항 상 재구매해요,12,Winter,좋아요좋아요 항 상 재구매해요,16,0(항상_제품입니다_구매하는)
5,2023-12-15,가성비 좋고 맛있습니다 코크제로,가성비 좋고 맛있습니다 코크제로,12,Winter,가성비 좋고 맛있습니다 코크제로,17,0(항상_제품입니다_구매하는)
5,2023-12-14,배송잘받았습니다 감사합니다,배송잘받았습니다 감사합니다,12,Winter,배송잘받았습니다 감사합니다,14,2(저렴하게_감사합니다_빠르고)
5,2023-12-14,항상 시키는 제품입니다 조아요,항상 시키는 제품입니다 조아요,12,Winter,항상 시키는 제품입니다 조아요,16,0(항상_제품입니다_구매하는)
5,2023-12-13,코카콜라 제로 아주 맛있습니다,코카콜라 제로 아주 맛있습니다,12,Winter,코카콜라 제로 아주 맛있습니다,16,1(좋아요_맛있어요_먹기)
5,2023-12-13,만족 합니다 이번에 다시 재구매합니다,만족 합니다 이번에 다시 재구매합니다,12,Winter,만족 합니다 이번에 다시 재구매합니다,20,0(항상_제품입니다_구매하는)
5,2023-12-12,배송 빨라서 좋아요,배송 빨라서 좋아요,12,Winter,배송 빨라서 좋아요,10,1(좋아요_맛있어요_먹기)
5,2023-12-10,좋습니다 만족합니다,좋습니다 만족합니다,12,Winter,좋습니다 만족합니다,10,2(저렴하게_감사합니다_빠르고)
5,2023-12-08,잘받아서 사용하고 있습니다.,잘받아서 사용하고 있습니다,12,Winter,잘받아서 사용하고 있습니다,14,2(저렴하게_감사합니다_빠르고)
5,2023-12-07,배송 빠르고 좋아요 많이 파세요,배송 빠르고 좋아요 많이 파세요,12,Winter,배송 빠르고 좋아요 많이 파세요,17,1(좋아요_맛있어요_먹기)
5,2023-12-05,자주구매합니나 좋습니다,자주구매합니나 좋습니다,12,Winter,자주구매합니나 좋습니다,12,2(저렴하게_감사합니다_빠르고)
5,2023-12-03,장볼 때마다 항상 구입합니다.,장볼 때마다 항상 구입합니다,12,Winter,장볼 때마다 항상 구입합니다,15,0(항상_제품입니다_구매하는)
5,2023-12-02,적당한 양에 끊을 수 없는,적당한 양에 끊을 수 없는,12,Winter,적당한 양에 끊을 수 없는,14,0(항상_제품입니다_구매하는)
5,2023-12-01,항상 구매하고 있습니다,항상 구매하고 있습니다,12,Winter,항상 구매하고 있습니다,12,0(항상_제품입니다_구매하는)
5,2023-12-01,맛있고 꼼꼼한 포장 추천합니다,맛있고 꼼꼼한 포장 추천합니다,12,Winter,맛있고 꼼꼼한 포장 추천합니다,16,0(항상_제품입니다_구매하는)
5,2023-11-30,매우 만족합니다. 잘 먹고 있어요,매우 만족합니다 잘 먹고 있어요,11,Fall,매우 만족합니다 잘 먹고 있어요,17,2(저렴하게_감사합니다_빠르고)
5,2023-11-27,아이들이좋아해서 자주이용해요,아이들이좋아해서 자주이용해요,11,Fall,아이들이좋아해서 자주이용해요,15,0(항상_제품입니다_구매하는)
5,2023-11-25,한번 마시기 딱좋아요,한번 마시기 딱좋아요,11,Fall,한번 마시기 딱좋아요,11,1(좋아요_맛있어요_먹기)
5,2023-11-23,배송 빠르고 제품 좋네요 강추입니다,배송 빠르고 제품 좋네요 강추입니다,11,Fall,배송 빠르고 제품 좋네요 강추입니다,19,1(좋아요_맛있어요_먹기)
5,2023-11-23,맛있어요 배송이 빨라서 좋아요,맛있어요 배송이 빨라서 좋아요,11,Fall,맛있어요 배송이 빨라서 좋아요,16,1(좋아요_맛있어요_먹기)
5,2023-11-23,사이즈 아담해서 ㅎ 남기지 않고 먹기 조아용ㅇ,사이즈 아담해서 남기지 않고 먹기 조아용,11,Fall,사이즈 아담해서 남기지 않고 먹기 조아용,22,1(좋아요_맛있어요_먹기)
5,2023-11-21,좋아요 항상 구매하고 있어요,좋아요 항상 구매하고 있어요,11,Fall,좋아요 항상 구매하고 있어요,15,0(항상_제품입니다_구매하는)
5,2023-11-20,행사해서 너무 잘사서 잘먹고 있어요~,행사해서 너무 잘사서 잘먹고 있어요,11,Fall,행사해서 너무 잘사서 잘먹고 있어요,19,1(좋아요_맛있어요_먹기)
5,2023-11-20,배송 잘 도착했습니다,배송 잘 도착했습니다,11,Fall,배송 잘 도착했습니다,11,1(좋아요_맛있어요_먹기)
5,2023-11-19,싼가격에 득템하였습니다. 그런데 포장상태가 영 엉망입니다.,싼가격에 득템하였습니다 그런데 포장상태가 영 엉망입니다,11,Fall,싼가격에 득템하였습니다 그런데 포장상태가 영 엉망입니다,30,0(항상_제품입니다_구매하는)
5,2023-11-18,저렴하게 잘 구매했습니다!!,저렴하게 잘 구매했습니다,11,Fall,저렴하게 잘 구매했습니다,13,2(저렴하게_감사합니다_빠르고)
5,2023-11-17,"아주 좋아요
만족하면서 마시고 있어요",아주 좋아요 만족하면서 마시고 있어요,11,Fall,아주 좋아요 만족하면서 마시고 있어요,20,1(좋아요_맛있어요_먹기)
5,2023-11-16,저렴하게 구메잘했습니다,저렴하게 구메잘했습니다,11,Fall,저렴하게 구메잘했습니다,12,2(저렴하게_감사합니다_빠르고)
5,2023-11-16,저렴하게 구매했어요 감사합니다,저렴하게 구매했어요 감사합니다,11,Fall,저렴하게 구매했어요 감사합니다,16,2(저렴하게_감사합니다_빠르고)
5,2023-11-13,배송도빠르고 저렴하게 구매했어요 감사합니다,배송도빠르고 저렴하게 구매했어요 감사합니다,11,Fall,배송도빠르고 저렴하게 구매했어요 감사합니다,23,2(저렴하게_감사합니다_빠르고)
5,2023-11-09,저렴하게 구입했어요.,저렴하게 구입했어요,11,Fall,저렴하게 구입했어요,10,2(저렴하게_감사합니다_빠르고)
5,2023-11-09,간식으로 먹기 참 좋아요 ~,간식으로 먹기 참 좋아요,11,Fall,간식으로 먹기 참 좋아요,13,1(좋아요_맛있어요_먹기)
